,District_Number,Area,Belongs_To,Eligible_First_Votes_Final,Eligible_Second_Votes_Final,Voters_First_Votes_Final,Voters_Second_Votes_Final,Invalid_First_Votes_Final,Invalid_Second_Votes_Final,Valid_First_Votes_Final,Valid_Second_Votes_Final,CDU_First_Votes_Final,CDU_Second_Votes_Final,SPD_First_Votes_Final,SPD_Second_Votes_Final,AfD_First_Votes_Final,AfD_Second_Votes_Final,FDP_First_Votes_Final,FDP_Second_Votes_Final,Left_First_Votes_Final,Left_Second_Votes_Final,Greens_First_Votes_Final,Greens_Second_Votes_Final,CSU_First_Votes_Final,CSU_Second_Votes_Final,FW_First_Votes_Final,FW_Second_Votes_Final
195,196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,16,230071.0,230071.0,171108.0,171108.0,2146.0,1983.0,168962.0,169125.0,37729.0,27923.0,56791.0,42446.0,35887.0,44572.0,10686.0,13990.0,14135.0,18486.0,3615.0,7221.0,,,4897.0,4247.0
196,197,Neuwied,7,238118.0,238118.0,181837.0,181837.0,2058.0,1544.0,179779.0,180293.0,57430.0,48338.0,54320.0,54018.0,16810.0,17504.0,15931.0,20751.0,5005.0,5417.0,16559.0,18930.0,,,8032.0,5860.0
197,198,Ahrweiler,7,195109.0,195109.0,148466.0,148466.0,1861.0,1379.0,146605.0,147087.0,50281.0,41942.0,44325.0,42303.0,10823.0,11322.0,12124.0,17484.0,3537.0,3851.0,15553.0,17685.0,,,6942.0,4908.0
198,199,Koblenz,7,193035.0,193035.0,147127.0,147127.0,1815.0,1224.0,145312.0,145903.0,46073.0,37958.0,43416.0,42817.0,9753.0,10426.0,11179.0,16371.0,4054.0,4804.0,17980.0,21007.0,,,7028.0,4928.0
199,200,Mosel/Rhein-Hunsrück,7,171102.0,171102.0,134717.0,134717.0,2348.0,1455.0,132369.0,133262.0,45364.0,38664.0,35570.0,38015.0,10646.0,11061.0,15664.0,16664.0,,3725.0,12833.0,12230.0,,,7609.0,5820.0
200,201,Kreuznach,7,182380.0,182380.0,138109.0,138109.0,2008.0,1451.0,136101.0,136658.0,39589.0,33433.0,44976.0,44259.0,12972.0,13510.0,9753.0,15704.0,4294.0,4454.0,9958.0,12903.0,,,7648.0,4616.0
201,202,Bitburg,7,163493.0,163493.0,124449.0,124449.0,1852.0,1395.0,122597.0,123054.0,46340.0,37086.0,33632.0,34343.0,7947.0,8794.0,9011.0,13997.0,2875.0,3265.0,8512.0,11411.0,,,10566.0,8460.0
202,203,Trier,7,190530.0,190530.0,147171.0,147171.0,1738.0,1540.0,145433.0,145631.0,40299.0,34578.0,47942.0,44123.0,8230.0,9001.0,10135.0,16206.0,5126.0,5712.0,18939.0,22708.0,,,7521.0,5379.0
203,204,Montabaur,7,210816.0,210816.0,164165.0,164165.0,2172.0,1454.0,161993.0,162711.0,48607.0,43125.0,50975.0,49346.0,14090.0,14565.0,15101.0,19021.0,4483.0,4690.0,14176.0,16832.0,,,8954.0,6432.0
204,205,Mainz,7,249630.0,249630.0,202670.0,202670.0,2669.0,1382.0,200001.0,201288.0,47153.0,42659.0,49878.0,53889.0,10360.0,10833.0,14408.0,23178.0,24863.0,9418.0,37319.0,46183.0,,,4751.0,3605.0
205,206,Worms,7,212943.0,212943.0,166636.0,166636.0,2491.0,1814.0,164145.0,164822.0,52827.0,37548.0,49748.0,49656.0,16043.0,17033.0,12966.0,20095.0,5070.0,5068.0,15949.0,20799.0,,,5762.0,4749.0
206,207,Ludwigshafen/Frankenthal,7,210969.0,210969.0,154911.0,154911.0,2122.0,1653.0,152789.0,153258.0,38193.0,33726.0,50108.0,45895.0,17740.0,18075.0,13688.0,18421.0,4648.0,4651.0,17061.0,18128.0,,,7411.0,4789.0
207,208,Neustadt – Speyer,7,219416.0,219416.0,173828.0,173828.0,2178.0,1506.0,171650.0,172322.0,51770.0,41322.0,48158.0,47121.0,17204.0,17499.0,14624.0,21823.0,4535.0,4880.0,20869.0,23949.0,,,9698.0,6380.0
208,209,Kaiserslautern,7,224701.0,224701.0,169206.0,169206.0,2409.0,1742.0,166797.0,167464.0,35803.0,33226.0,56523.0,54460.0,20002.0,20702.0,11870.0,17242.0,6753.0,6383.0,14589.0,17611.0,,,12225.0,8042.0
209,210,Pirmasens,7,174093.0,174093.0,132470.0,132470.0,2004.0,1747.0,130466.0,130723.0,39236.0,33507.0,39711.0,38261.0,16512.0,17178.0,9895.0,14374.0,3678.0,4207.0,7891.0,9877.0,,,5990.0,4935.0
210,211,Südpfalz,7,217000.0,217000.0,171259.0,171259.0,1627.0,1583.0,169632.0,169676.0,47860.0,39421.0,47901.0,47028.0,16658.0,17702.0,17011.0,21120.0,5222.0,5598.0,19058.0,22882.0,,,6388.0,5493.0
211,212,Altötting,9,168656.0,168656.0,129441.0,129441.0,880.0,681.0,128561.0,128760.0,,,14620.0,18309.0,14220.0,13940.0,9245.0,13298.0,3155.0,2769.0,11145.0,12248.0,55693.0,44060.0,13049.0,14857.0
212,213,Erding – Ebersberg,9,200569.0,200569.0,168337.0,168337.0,1132.0,734.0,167205.0,167603.0,,,24205.0,25693.0,11448.0,12228.0,13226.0,20228.0,3355.0,3648.0,24840.0,24620.0,70656.0,55992.0,12157.0,13865.0
213,214,Freising,9,237250.0,237250.0,194002.0,194002.0,1237.0,883.0,192765.0,193119.0,,,25950.0,29085.0,18042.0,17515.0,14687.0,21738.0,3898.0,4456.0,24058.0,26055.0,69689.0,62930.0,23223.0,18779.0
214,215,Fürstenfeldbruck,9,231905.0,231905.0,192779.0,192779.0,1489.0,927.0,191290.0,191852.0,,,36831.0,31141.0,13056.0,13209.0,16029.0,23046.0,3216.0,4192.0,25363.0,30537.0,72721.0,63944.0,13085.0,12325.0
215,216,Ingolstadt,9,238384.0,238384.0,187395.0,187395.0,1167.0,856.0,186228.0,186539.0,,,25954.0,31592.0,17806.0,18694.0,10877.0,19797.0,4648.0,4450.0,18182.0,20833.0,83663.0,64577.0,15515.0,15580.0
216,217,München-Nord,9,223683.0,223683.0,175551.0,175551.0,880.0,649.0,174671.0,174902.0,,,38172.0,33241.0,7591.0,8250.0,19477.0,25953.0,6216.0,7044.0,42319.0,44861.0,44854.0,39986.0,3969.0,4396.0
217,218,München-Ost,9,242591.0,242591.0,193958.0,193958.0,906.0,687.0,193052.0,193271.0,,,38243.0,36106.0,8066.0,8978.0,18104.0,27112.0,4907.0,7080.0,42367.0,47647.0,61159.0,49286.0,5041.0,5052.0
218,219,München-Süd,9,214606.0,214606.0,172970.0,172970.0,841.0,599.0,172129.0,172371.0,,,33924.0,33117.0,7641.0,7910.0,16437.0,21495.0,6236.0,7669.0,47256.0,45562.0,46059.0,40585.0,4464.0,4724.0
219,220,München-West/Mitte,9,242252.0,242252.0,198272.0,198272.0,955.0,647.0,197317.0,197625.0,,,39182.0,37513.0,7594.0,8403.0,19153.0,26401.0,6975.0,8219.0,53174.0,54303.0,53311.0,45540.0,5058.0,5036.0
220,221,München-Land,9,234912.0,234912.0,199333.0,199333.0,1041.0,723.0,198292.0,198610.0,,,30237.0,34189.0,9816.0,10489.0,18180.0,28696.0,3685.0,4449.0,40475.0,36817.0,77523.0,64669.0,7791.0,7612.0
221,222,Rosenheim,9,237390.0,237390.0,191410.0,191410.0,1346.0,849.0,190064.0,190561.0,,,22869.0,27406.0,15764.0,16570.0,17682.0,23049.0,4091.0,4607.0,26183.0,25962.0,68670.0,59126.0,16869.0,18261.0
222,223,Bad Tölz-Wolfratshausen – Miesbach,9,166662.0,166662.0,136106.0,136106.0,1765.0,750.0,134341.0,135356.0,,,15428.0,18276.0,,10835.0,11636.0,17048.0,2643.0,2908.0,20829.0,18138.0,55501.0,46304.0,14146.0,12531.0
223,224,Starnberg – Landsberg am Lech,9,214828.0,214828.0,180978.0,180978.0,1158.0,714.0,179820.0,180264.0,,,23985.0,28584.0,10715.0,11066.0,16585.0,23893.0,3701.0,4446.0,35809.0,32663.0,68617.0,57906.0,9035.0,9026.0
224,225,Traunstein,9,208815.0,208815.0,163876.0,163876.0,1282.0,817.0,162594.0,163059.0,,,27644.0,25190.0,12671.0,14027.0,12268.0,15747.0,3537.0,3943.0,17219.0,19985.0,59555.0,51421.0,18572.0,21369.0
225,226,Weilheim,9,168473.0,168473.0,138039.0,138039.0,1444.0,879.0,136595.0,137160.0,,,19682.0,19927.0,9686.0,10873.0,8553.0,14311.0,2718.0,3124.0,16300.0,18397.0,57179.0,48178.0,10100.0,11462.0
226,227,Deggendorf,9,166186.0,166186.0,127193.0,127193.0,691.0,549.0,126502.0,126644.0,,,19527.0,19873.0,17432.0,17911.0,6325.0,10778.0,1895.0,2301.0,6890.0,8516.0,47267.0,42154.0,19718.0,18206.0
227,228,Landshut,9,246854.0,246854.0,195589.0,195589.0,1639.0,823.0,193950.0,194766.0,,,22468.0,30931.0,19184.0,19973.0,22774.0,20204.0,3955.0,4186.0,21811.0,20087.0,70685.0,64383.0,20072.0,23747.0
228,229,Passau,9,177563.0,177563.0,136625.0,136625.0,1145.0,573.0,135480.0,136052.0,,,28341.0,23892.0,16215.0,16023.0,10513.0,12782.0,2681.0,3093.0,12098.0,12645.0,41530.0,44215.0,17180.0,16475.0
229,230,Rottal-Inn,9,173632.0,173632.0,133885.0,133885.0,1438.0,639.0,132447.0,133246.0,,,15794.0,19108.0,16808.0,16384.0,10210.0,12904.0,1912.0,2487.0,10188.0,9495.0,46493.0,45687.0,22158.0,19910.0
230,231,Straubing,9,173772.0,173772.0,132955.0,132955.0,877.0,712.0,132078.0,132243.0,,,16312.0,19938.0,16794.0,17402.0,6895.0,11603.0,1936.0,2468.0,8613.0,8964.0,58487.0,46742.0,15115.0,17869.0
231,232,Amberg,9,216071.0,216071.0,173297.0,173297.0,1300.0,939.0,171997.0,172358.0,,,27476.0,31547.0,17822.0,17958.0,10213.0,15067.0,4158.0,4095.0,13908.0,16191.0,69278.0,60430.0,20855.0,16332.0
232,233,Regensburg,9,248192.0,248192.0,198937.0,198937.0,1225.0,762.0,197712.0,198175.0,,,32850.0,34563.0,16557.0,17343.0,13754.0,18773.0,6023.0,6798.0,30333.0,32094.0,69842.0,61187.0,17906.0,16618.0
233,234,Schwandorf,9,222424.0,222424.0,174957.0,174957.0,1202.0,812.0,173755.0,174145.0,,,39615.0,31209.0,23142.0,23508.0,7341.0,12650.0,3043.0,3394.0,7934.0,11179.0,60924.0,59430.0,27381.0,25114.0
234,235,Weiden,9,165807.0,165807.0,132247.0,132247.0,823.0,891.0,131424.0,131356.0,,,29573.0,29461.0,13523.0,14898.0,6303.0,9601.0,2315.0,2830.0,6633.0,9170.0,50575.0,46451.0,9306.0,12067.0
235,236,Bamberg,9,182586.0,182586.0,148660.0,148660.0,865.0,592.0,147795.0,148068.0,,,28123.0,25698.0,13279.0,14284.0,9821.0,14336.0,3625.0,4676.0,22728.0,21898.0,54726.0,49463.0,8708.0,9184.0
236,237,Bayreuth,9,162430.0,162430.0,129136.0,129136.0,806.0,606.0,128330.0,128530.0,,,24840.0,26584.0,10777.0,11636.0,9182.0,12020.0,2577.0,3294.0,14064.0,15647.0,54465.0,43768.0,7754.0,8857.0
237,238,Coburg,9,156571.0,156571.0,123864.0,123864.0,921.0,704.0,122943.0,123160.0,,,32056.0,31087.0,11878.0,12836.0,6369.0,10683.0,2337.0,3118.0,10581.0,11459.0,44890.0,39343.0,9235.0,7524.0
238,239,Hof,9,162872.0,162872.0,125334.0,125334.0,879.0,775.0,124455.0,124559.0,,,29763.0,30426.0,14705.0,14560.0,6493.0,10552.0,2651.0,3004.0,7941.0,9628.0,51312.0,41308.0,7202.0,7955.0
239,240,Kulmbach,9,168923.0,168923.0,137178.0,137178.0,781.0,671.0,136397.0,136507.0,,,22103.0,27009.0,14416.0,15774.0,6480.0,11399.0,2448.0,2982.0,10165.0,11966.0,65163.0,49389.0,10430.0,10420.0
240,241,Ansbach,9,243174.0,243174.0,192508.0,192508.0,1514.0,1022.0,190994.0,191486.0,,,33819.0,37642.0,18418.0,19142.0,13016.0,16213.0,3798.0,4904.0,21343.0,22325.0,73312.0,63299.0,16592.0,14738.0
241,242,Erlangen,9,187299.0,187299.0,155377.0,155377.0,946.0,669.0,154431.0,154708.0,,,32036.0,30146.0,10669.0,10872.0,10382.0,16062.0,,5817.0,29923.0,31222.0,54223.0,44664.0,7888.0,7081.0
242,243,Fürth,9,250730.0,250730.0,197939.0,197939.0,1438.0,996.0,196501.0,196943.0,,,47153.0,42329.0,16858.0,17692.0,12883.0,18765.0,6221.0,6946.0,27111.0,29778.0,65876.0,58976.0,10340.0,9669.0
243,244,Nürnberg-Nord,9,188283.0,188283.0,145212.0,145212.0,1006.0,726.0,144206.0,144486.0,,,31616.0,30232.0,8485.0,8887.0,10882.0,14692.0,7726.0,8627.0,32541.0,34055.0,41027.0,34349.0,4286.0,3621.0
244,245,Nürnberg-Süd,9,177316.0,177316.0,129560.0,129560.0,1137.0,847.0,128423.0,128713.0,,,31098.0,29195.0,13123.0,12901.0,8777.0,11495.0,5184.0,4893.0,15566.0,17687.0,44192.0,38663.0,5897.0,4433.0
245,246,Roth,9,229279.0,229279.0,189675.0,189675.0,1392.0,945.0,188283.0,188730.0,,,31806.0,38786.0,14944.0,16043.0,12596.0,16974.0,5076.0,4950.0,25140.0,26197.0,71478.0,60980.0,16528.0,12601.0
246,247,Aschaffenburg,9,182652.0,182652.0,146772.0,146772.0,1234.0,1052.0,145538.0,145720.0,,,24893.0,30232.0,13954.0,13716.0,11683.0,16199.0,3536.0,4068.0,19588.0,20642.0,59269.0,45739.0,5087.0,5718.0
247,248,Bad Kissingen,9,214061.0,214061.0,174164.0,174164.0,1624.0,1059.0,172540.0,173105.0,,,32844.0,30540.0,17130.0,18434.0,12206.0,15211.0,4475.0,4820.0,16467.0,15874.0,67458.0,65063.0,14102.0,12639.0
248,249,Main-Spessart,9,194408.0,194408.0,158133.0,158133.0,1348.0,1066.0,156785.0,157067.0,,,33700.0,32771.0,12576.0,13918.0,9514.0,14151.0,4070.0,3685.0,15813.0,17806.0,60489.0,54097.0,15774.0,10496.0
249,250,Schweinfurt,9,196710.0,196710.0,157357.0,157357.0,1554.0,1005.0,155803.0,156352.0,,,29037.0,30482.0,15468.0,15687.0,12408.0,15039.0,6552.0,4928.0,14747.0,17085.0,63697.0,54441.0,7761.0,9119.0
250,251,Würzburg,9,224907.0,224907.0,185659.0,185659.0,2155.0,957.0,183504.0,184702.0,,,33125.0,37079.0,,12220.0,19414.0,19230.0,7522.0,7027.0,36295.0,35634.0,67651.0,55957.0,9440.0,6871.0
251,252,Augsburg-Stadt,9,207543.0,207543.0,153315.0,153315.0,1004.0,855.0,152311.0,152460.0,,,27453.0,29200.0,13431.0,13888.0,12880.0,16969.0,7168.0,6952.0,31347.0,28971.0,42780.0,38653.0,6540.0,6446.0
252,253,Augsburg-Land,9,249372.0,249372.0,204737.0,204737.0,1650.0,1070.0,203087.0,203667.0,,,29435.0,33405.0,19660.0,19481.0,16032.0,22301.0,3573.0,4176.0,24806.0,26207.0,82423.0,67883.0,19230.0,16595.0
253,254,Donau-Ries,9,195774.0,195774.0,157033.0,157033.0,1109.0,818.0,155924.0,156215.0,,,29872.0,25784.0,15723.0,17135.0,9915.0,15593.0,3048.0,2855.0,11076.0,14911.0,64045.0,54929.0,14834.0,14973.0
254,255,Neu-Ulm,9,241919.0,241919.0,188813.0,188813.0,1479.0,1099.0,187334.0,187714.0,,,29960.0,31900.0,22517.0,22293.0,14542.0,22019.0,3466.0,4410.0,20621.0,20764.0,69676.0,59028.0,13964.0,13772.0
255,256,Oberallgäu,9,228803.0,228803.0,181755.0,181755.0,1617.0,1014.0,180138.0,180741.0,,,28401.0,29910.0,14473.0,14350.0,23604.0,20953.0,4911.0,5043.0,27817.0,27393.0,53566.0,55017.0,16181.0,14970.0
256,257,Ostallgäu,9,250575.0,250575.0,198667.0,198667.0,1542.0,1024.0,197125.0,197643.0,,,24288.0,30914.0,20021.0,19779.0,14258.0,21561.0,6667.0,5007.0,24128.0,23712.0,76399.0,62635.0,17819.0,17985.0
257,258,Stuttgart I,8,191811.0,191811.0,157514.0,157514.0,832.0,676.0,156682.0,156838.0,36605.0,31536.0,20012.0,31003.0,6295.0,6591.0,16504.0,26036.0,6447.0,8127.0,62594.0,44559.0,,,1281.0,1088.0
258,259,Stuttgart II,8,178958.0,178958.0,133588.0,133588.0,1124.0,892.0,132464.0,132696.0,34312.0,28403.0,27224.0,30198.0,9603.0,9541.0,14678.0,20273.0,6294.0,6739.0,31446.0,28221.0,,,1833.0,1206.0
259,260,Böblingen,8,245553.0,245553.0,195335.0,195335.0,1541.0,1221.0,193794.0,194114.0,57504.0,50675.0,40844.0,39955.0,16175.0,16810.0,32184.0,35082.0,4548.0,5141.0,30211.0,32594.0,,,4790.0,3306.0
260,261,Esslingen,8,166628.0,166628.0,131888.0,131888.0,868.0,767.0,131020.0,131121.0,41976.0,33175.0,28501.0,29852.0,9123.0,9733.0,16011.0,20901.0,3477.0,4063.0,24058.0,23902.0,,,2844.0,1969.0
261,262,Nürtingen,8,205967.0,205967.0,165777.0,165777.0,1302.0,1207.0,164475.0,164570.0,49506.0,42826.0,34617.0,33995.0,13597.0,14327.0,22765.0,28807.0,3970.0,4357.0,29619.0,27702.0,,,3948.0,2704.0
262,263,Göppingen,8,177107.0,177107.0,135606.0,135606.0,1599.0,1183.0,134007.0,134423.0,41558.0,35079.0,31824.0,31422.0,15818.0,15412.0,16481.0,21723.0,2958.0,3338.0,15932.0,16916.0,,,4394.0,2525.0
263,264,Waiblingen,8,221775.0,221775.0,175841.0,175841.0,1434.0,1092.0,174407.0,174749.0,50566.0,44987.0,39642.0,37753.0,15196.0,15474.0,27123.0,30999.0,4464.0,5001.0,26224.0,27098.0,,,3280.0,2452.0
264,265,Ludwigsburg,8,215312.0,215312.0,171843.0,171843.0,1300.0,1001.0,170543.0,170842.0,50297.0,42297.0,31409.0,37284.0,14392.0,14313.0,23891.0,27611.0,4886.0,5275.0,34663.0,31433.0,,,3803.0,2765.0
265,266,Neckar-Zaber,8,230738.0,230738.0,186673.0,186673.0,1622.0,1237.0,185051.0,185436.0,56249.0,46315.0,41708.0,41369.0,18478.0,18702.0,22792.0,30783.0,4357.0,4851.0,29015.0,29048.0,,,4218.0,3248.0
266,267,Heilbronn,8,240951.0,240951.0,182804.0,182804.0,1863.0,1749.0,180941.0,181055.0,50299.0,43325.0,43887.0,40961.0,23093.0,23828.0,24748.0,29386.0,4237.0,5137.0,23018.0,23476.0,,,4595.0,3278.0
267,268,Schwäbisch Hall – Hohenlohe,8,225874.0,225874.0,172687.0,172687.0,1561.0,1457.0,171126.0,171230.0,54894.0,41947.0,33568.0,37272.0,20579.0,21787.0,19941.0,27850.0,4090.0,4980.0,25825.0,22734.0,,,3460.0,2941.0
268,269,Backnang – Schwäbisch Gmünd,8,177062.0,177062.0,136436.0,136436.0,1435.0,1012.0,135001.0,135424.0,41176.0,34991.0,32904.0,29341.0,15802.0,15979.0,16198.0,21397.0,3929.0,3927.0,15587.0,18579.0,,,3286.0,2026.0
269,270,Aalen – Heidenheim,8,220686.0,220686.0,168655.0,168655.0,1722.0,1410.0,166933.0,167245.0,61832.0,45852.0,36501.0,39468.0,16988.0,17937.0,15708.0,24562.0,3905.0,4538.0,20364.0,21226.0,,,4477.0,3610.0
270,271,Karlsruhe-Stadt,8,205608.0,205608.0,159591.0,159591.0,1350.0,1123.0,158241.0,158468.0,30921.0,27998.0,33630.0,33828.0,10811.0,10774.0,15793.0,20615.0,7956.0,8910.0,47473.0,44011.0,,,1723.0,1438.0
271,272,Karlsruhe-Land,8,209147.0,209147.0,167946.0,167946.0,1687.0,1313.0,166259.0,166633.0,50581.0,42831.0,37948.0,38474.0,14963.0,15869.0,19066.0,24660.0,4040.0,4483.0,27755.0,26969.0,,,4358.0,3001.0
272,273,Rastatt,8,204890.0,204890.0,155331.0,155331.0,1736.0,1531.0,153595.0,153800.0,50988.0,41495.0,34847.0,36442.0,16455.0,16333.0,17764.0,21250.0,4212.0,4280.0,19962.0,21926.0,,,4477.0,3000.0
273,274,Heidelberg,8,218431.0,218431.0,177868.0,177868.0,1231.0,1064.0,176637.0,176804.0,42582.0,36783.0,35602.0,40275.0,10823.0,10821.0,15906.0,23240.0,6987.0,8624.0,53288.0,45314.0,,,2839.0,2011.0
274,275,Mannheim,8,196863.0,196863.0,142132.0,142132.0,1350.0,1165.0,140782.0,140967.0,27986.0,25682.0,37102.0,35651.0,13773.0,12846.0,14879.0,18515.0,6811.0,7066.0,31723.0,29814.0,,,3205.0,1871.0
275,276,Odenwald – Tauber,8,209418.0,209418.0,162058.0,162058.0,1806.0,1564.0,160252.0,160494.0,57391.0,48866.0,33083.0,35578.0,19374.0,19208.0,15549.0,20943.0,3722.0,4084.0,17695.0,17748.0,,,7329.0,4701.0
276,277,Rhein-Neckar,8,196882.0,196882.0,154085.0,154085.0,1588.0,1403.0,152497.0,152682.0,43487.0,38871.0,41205.0,35847.0,15296.0,15701.0,17769.0,21941.0,4006.0,4320.0,22696.0,24072.0,,,3979.0,2620.0
277,278,Bruchsal – Schwetzingen,8,195755.0,195755.0,152231.0,152231.0,2028.0,1455.0,150203.0,150776.0,44465.0,38866.0,32836.0,34434.0,17352.0,17462.0,17635.0,21978.0,3854.0,4125.0,22154.0,20858.0,,,5054.0,3258.0
278,279,Pforzheim,8,217126.0,217126.0,163982.0,163982.0,1441.0,1365.0,162541.0,162617.0,46291.0,39324.0,33957.0,34262.0,22943.0,22028.0,20632.0,26504.0,3772.0,4342.0,20679.0,21213.0,,,4407.0,2914.0
279,280,Calw,8,199092.0,199092.0,152863.0,152863.0,1350.0,1275.0,151513.0,151588.0,51208.0,42841.0,26111.0,28571.0,18668.0,19473.0,22685.0,26770.0,2998.0,3656.0,17712.0,17301.0,,,4202.0,3076.0
280,281,Freiburg,8,224392.0,224392.0,180976.0,180976.0,1207.0,1103.0,179769.0,179873.0,37111.0,31296.0,47198.0,38183.0,8107.0,8854.0,13835.0,19145.0,9604.0,12429.0,51777.0,56861.0,,,2769.0,1821.0
281,282,Lörrach – Müllheim,8,231076.0,231076.0,174064.0,174064.0,1720.0,1495.0,172344.0,172569.0,43509.0,38501.0,37496.0,41834.0,13981.0,14195.0,24430.0,24669.0,4580.0,5532.0,35558.0,32817.0,,,3530.0,2784.0
282,283,Emmendingen – Lahr,8,218872.0,218872.0,168004.0,168004.0,1349.0,1432.0,166655.0,166572.0,46406.0,41323.0,46316.0,39727.0,14396.0,14971.0,16620.0,22136.0,4921.0,5209.0,23345.0,28724.0,,,3963.0,3146.0
283,284,Offenburg,8,205893.0,205893.0,156776.0,156776.0,1623.0,1576.0,155153.0,155200.0,54148.0,40210.0,29003.0,33043.0,13876.0,15320.0,16692.0,22799.0,4254.0,4423.0,21717.0,23083.0,,,5881.0,3729.0
284,285,Rottweil – Tuttlingen,8,198182.0,198182.0,149664.0,149664.0,1826.0,1851.0,147838.0,147813.0,46535.0,40818.0,23989.0,27523.0,20293.0,19747.0,24784.0,26768.0,3177.0,3320.0,18184.0,16036.0,,,3733.0,2726.0
285,286,Schwarzwald-Baar,8,162800.0,162800.0,122862.0,122862.0,1370.0,1340.0,121492.0,121522.0,44188.0,32309.0,21996.0,25814.0,12795.0,13097.0,16747.0,19696.0,2757.0,3062.0,14692.0,16181.0,,,3306.0,2390.0
286,287,Konstanz,8,206009.0,206009.0,157563.0,157563.0,1277.0,1163.0,156286.0,156400.0,53362.0,36209.0,31486.0,32657.0,13487.0,13341.0,17047.0,23509.0,5591.0,5804.0,28142.0,32913.0,,,2809.0,2204.0
287,288,Waldshut,8,177275.0,177275.0,136195.0,136195.0,1318.0,1173.0,134877.0,135022.0,45335.0,35595.0,34449.0,30782.0,11420.0,11265.0,10217.0,18422.0,3606.0,3895.0,20679.0,23294.0,,,3482.0,2534.0
288,289,Reutlingen,8,199189.0,199189.0,153820.0,153820.0,1343.0,1245.0,152477.0,152575.0,49631.0,39504.0,27236.0,31535.0,15356.0,15652.0,20411.0,25288.0,6169.0,5081.0,25399.0,24197.0,,,3139.0,2434.0
289,290,Tübingen,8,198791.0,198791.0,160835.0,160835.0,1207.0,1054.0,159628.0,159781.0,43024.0,34775.0,28982.0,32576.0,12484.0,12548.0,15059.0,22678.0,7526.0,8231.0,40978.0,37424.0,,,2789.0,1978.0
290,291,Ulm,8,223376.0,223376.0,177537.0,177537.0,1539.0,1372.0,175998.0,176165.0,57608.0,46805.0,32176.0,36418.0,15932.0,16046.0,19745.0,25389.0,4604.0,5377.0,33012.0,31238.0,,,4961.0,3808.0
291,292,Biberach,8,169147.0,169147.0,133345.0,133345.0,1174.0,1115.0,132171.0,132230.0,46458.0,40472.0,24567.0,23152.0,13469.0,14308.0,13045.0,19163.0,2064.0,2967.0,17912.0,18070.0,,,4431.0,4155.0
292,293,Bodensee,8,174430.0,174430.0,137838.0,137838.0,1083.0,990.0,136755.0,136848.0,41624.0,36571.0,28501.0,26989.0,12584.0,11916.0,16751.0,21611.0,3705.0,3905.0,23385.0,23635.0,,,3047.0,2526.0
293,294,Ravensburg,8,187817.0,187817.0,147020.0,147020.0,1080.0,1042.0,145940.0,145978.0,44597.0,38927.0,20128.0,27750.0,11727.0,12650.0,20934.0,21740.0,4365.0,4735.0,30743.0,25536.0,,,4441.0,3751.0
294,295,Zollernalb – Sigmaringen,8,182648.0,182648.0,138084.0,138084.0,1688.0,1544.0,136396.0,136540.0,41106.0,39332.0,24970.0,26716.0,15554.0,16477.0,18678.0,23200.0,2848.0,3540.0,23118.0,15503.0,,,3359.0,2617.0
295,296,Saarbrücken,10,192929.0,192929.0,142697.0,142697.0,2299.0,2223.0,140398.0,140474.0,35252.0,28797.0,51749.0,53537.0,12569.0,13006.0,11647.0,16438.0,8711.0,13484.0,11143.0,,,,2604.0,2191.0
296,297,Saarlouis,10,203279.0,203279.0,159170.0,159170.0,3047.0,2891.0,156123.0,156279.0,43671.0,38085.0,57354.0,56920.0,15111.0,15651.0,12777.0,18872.0,8405.0,10512.0,7383.0,,,,4352.0,3315.0
297,298,St. Wendel,10,173074.0,173074.0,139808.0,139808.0,2828.0,2776.0,136980.0,137032.0,43928.0,36248.0,48135.0,51229.0,12346.0,12904.0,11354.0,14916.0,5783.0,7887.0,5739.0,,,,3562.0,2881.0
298,299,Homburg,10,185941.0,185941.0,142288.0,142288.0,2676.0,2405.0,139612.0,139883.0,36472.0,32004.0,51091.0,52091.0,16210.0,16068.0,11015.0,15719.0,7312.0,9247.0,6826.0,,,,4418.0,3359.0
